Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
United,LAX,MUC,2024-09-13,11:56,21:30,Business,1.88,2356.49
Lufthansa,MUC,YYZ,2024-09-15,17:06,14:12,Economy,5.79,1843.44
American Airlines,SFO,DFW,2024-09-18,02:07,01:44,First,2.46,2159.33
American Airlines,YYZ,MUC,2024-09-16,23:52,01:47,First,1.2,3184.64
Air Canada,DFW,YVR,2024-09-15,22:11,03:16,Economy,11.91,980.45
Air Canada,MUC,ORD,2024-09-15,02:55,04:55,Economy,11.19,1477.75
Delta,SFO,ATL,2024-09-13,07:25,06:57,First,8.44,6427.02
United,JFK,ATL,2024-09-12,16:14,04:06,First,1.0,1220.91
Lufthansa,ORD,FRA,2024-09-13,02:27,16:04,First,4.63,3359.16
United,DFW,YVR,2024-09-17,12:22,17:55,Economy,3.79,592.28
Air Canada,JFK,MUC,2024-09-18,23:04,17:24,Economy,5.94,1373.78
American Airlines,YVR,FRA,2024-09-17,05:39,03:19,First,3.52,2602.35
American Airlines,ORD,YYZ,2024-09-12,13:27,21:46,Economy,9.88,1333.73
Air Canada,YVR,FRA,2024-09-18,21:40,10:25,Business,5.93,1649.69
American Airlines,FRA,LAX,2024-09-13,14:18,09:31,First,11.68,1460.49
United,SFO,YVR,2024-09-18,14:09,14:36,Economy,5.47,1984.23
Delta,SFO,ATL,2024-09-18,11:04,05:59,First,8.25,1697.47
American Airlines,YVR,LAX,2024-09-17,05:00,03:53,Economy,9.91,1759.71
Delta,JFK,DFW,2024-09-12,13:42,14:06,First,1.5,2505.07
Delta,ATL,LAX,2024-09-18,07:19,06:18,Business,1.25,1912.52
Delta,FRA,LAX,2024-09-17,13:18,03:11,Economy,3.65,1395.08
Delta,SFO,JFK,2024-09-16,18:45,02:47,Economy,7.26,1713.57
Lufthansa,JFK,FRA,2024-09-12,20:58,15:28,First,3.49,1312.23
American Airlines,MUC,ATL,2024-09-18,01:24,01:34,First,2.98,3253.55
Air Canada,FRA,LAX,2024-09-14,21:39,21:40,Business,1.77,3888.88
Air Canada,YYZ,ATL,2024-09-14,21:24,16:53,Business,6.68,1493.71
Lufthansa,LAX,SFO,2024-09-15,10:15,09:37,First,11.29,6353.4
Air Canada,FRA,YYZ,2024-09-18,13:42,17:35,First,2.34,3726.67
Delta,MUC,ATL,2024-09-14,20:28,03:27,Business,8.76,1133.46
American Airlines,SFO,YYZ,2024-09-12,16:38,18:16,Business,9.43,240.06
Air Canada,YYZ,MUC,2024-09-15,12:37,11:26,Economy,3.82,828.45
American Airlines,SFO,YVR,2024-09-12,14:54,04:10,Economy,5.94,1761.58
Lufthansa,YYZ,DFW,2024-09-16,23:39,18:09,First,4.81,1038.1
Air Canada,ORD,FRA,2024-09-13,10:04,14:51,Business,4.57,3452.14
Air Canada,ORD,LAX,2024-09-13,03:01,07:55,First,9.73,5477.3
United,ORD,YVR,2024-09-17,03:00,20:14,Business,9.93,2012.37
United,YVR,LAX,2024-09-14,13:20,15:33,Business,5.36,3336.02
Air Canada,ORD,SFO,2024-09-17,14:22,22:12,Business,2.34,1664.1
American Airlines,YYZ,DFW,2024-09-18,06:34,20:18,Business,7.5,591.68
American Airlines,JFK,DFW,2024-09-12,07:58,05:58,Economy,8.01,755.56
Delta,LAX,JFK,2024-09-18,16:41,04:59,Economy,8.68,590.82
Lufthansa,ORD,YYZ,2024-09-13,18:14,16:52,Economy,10.59,186.14
Air Canada,YVR,DFW,2024-09-15,00:32,12:24,First,7.21,5525.92
Air Canada,ATL,MUC,2024-09-15,16:39,01:36,Business,2.76,890.31
Lufthansa,ATL,SFO,2024-09-15,12:43,14:34,First,1.97,4178.32
Lufthansa,YYZ,JFK,2024-09-17,07:07,18:42,Economy,7.21,1059.34
Delta,ATL,FRA,2024-09-18,15:43,21:18,Economy,9.02,458.59
United,JFK,ORD,2024-09-12,20:13,01:03,First,4.99,3144.92
Air Canada,ATL,LAX,2024-09-15,00:43,02:40,Economy,11.69,914.74
United,ATL,SFO,2024-09-12,03:35,01:20,First,6.68,4615.52
United,ATL,FRA,2024-09-18,21:53,11:31,First,5.3,1953.28
American Airlines,ORD,ATL,2024-09-15,04:02,11:22,Economy,1.94,352.43
Air Canada,FRA,YYZ,2024-09-17,07:16,22:25,Business,8.14,3926.88
Lufthansa,SFO,MUC,2024-09-18,21:32,22:37,First,5.39,840.94
United,JFK,MUC,2024-09-18,16:41,15:26,Economy,5.91,213.03
Lufthansa,SFO,JFK,2024-09-18,09:57,14:55,Business,10.94,1723.51
Lufthansa,MUC,ORD,2024-09-13,23:15,18:39,First,10.1,1977.65
Air Canada,ORD,MUC,2024-09-17,07:47,23:13,First,3.41,863.4
United,FRA,ORD,2024-09-12,07:57,16:24,First,4.2,687.06
American Airlines,DFW,YVR,2024-09-15,19:17,08:28,Economy,7.89,1061.99
Lufthansa,YYZ,LAX,2024-09-15,01:57,15:44,First,8.88,1955.43
American Airlines,FRA,SFO,2024-09-16,15:32,20:52,First,6.07,4723.93
Lufthansa,DFW,JFK,2024-09-13,09:29,11:32,Economy,11.53,1991.37
American Airlines,DFW,SFO,2024-09-13,19:25,20:47,Business,1.83,709.41
United,DFW,MUC,2024-09-17,19:14,07:21,First,1.1,5331.37
Delta,YVR,ORD,2024-09-15,18:47,17:25,First,4.15,4160.15
United,YVR,LAX,2024-09-15,08:20,12:33,First,1.36,4133.84
Air Canada,ORD,MUC,2024-09-15,20:23,05:53,First,9.31,5248.6
United,ORD,ATL,2024-09-18,11:33,20:46,First,4.36,1816.87
American Airlines,ATL,YVR,2024-09-14,04:32,12:49,Business,1.74,342.36
American Airlines,YYZ,ATL,2024-09-12,21:16,08:59,Business,2.95,1651.33
United,FRA,SFO,2024-09-15,18:25,05:15,Economy,7.71,1411.2
United,FRA,YYZ,2024-09-13,16:41,05:14,Business,2.54,3772.36
American Airlines,FRA,LAX,2024-09-16,15:36,17:24,Economy,3.63,797.57
American Airlines,FRA,YVR,2024-09-14,16:07,02:54,First,5.16,5878.63
Air Canada,ATL,YVR,2024-09-15,14:24,09:33,First,11.84,5854.75
United,JFK,ATL,2024-09-17,22:08,18:11,Economy,9.96,1793.14
United,FRA,DFW,2024-09-16,08:28,13:19,Business,5.83,367.86
American Airlines,YYZ,LAX,2024-09-14,00:58,15:22,Business,11.63,336.27
United,YYZ,FRA,2024-09-13,19:28,04:58,Business,10.05,1276.53
United,JFK,FRA,2024-09-14,03:07,08:22,Economy,1.55,1944.68
United,ORD,FRA,2024-09-18,11:21,13:19,Economy,3.22,740.74
Delta,ORD,YYZ,2024-09-12,12:27,17:23,First,4.88,4026.78
Air Canada,LAX,YYZ,2024-09-15,19:51,06:09,Business,9.29,2199.06
American Airlines,ATL,JFK,2024-09-15,12:05,10:20,Economy,7.37,348.5
American Airlines,DFW,LAX,2024-09-12,08:47,02:04,Business,6.45,2015.72
United,SFO,ATL,2024-09-16,17:38,14:22,Economy,8.06,1615.56
American Airlines,ATL,YYZ,2024-09-13,00:27,15:49,First,10.8,5964.15
Air Canada,DFW,MUC,2024-09-14,03:26,18:51,Economy,4.29,380.57
Air Canada,DFW,ATL,2024-09-17,01:08,21:13,First,1.21,2694.45
Air Canada,DFW,LAX,2024-09-17,22:36,17:34,Economy,9.0,1424.33
Delta,LAX,ORD,2024-09-13,23:06,18:16,Business,5.35,444.37
Lufthansa,MUC,SFO,2024-09-16,06:16,05:29,First,9.43,1535.69
Air Canada,LAX,ATL,2024-09-12,14:43,14:07,Business,2.4,1464.12
American Airlines,YVR,YYZ,2024-09-16,06:34,06:47,First,2.45,1679.13
Air Canada,YVR,MUC,2024-09-13,06:55,07:16,First,10.64,1212.76
United,JFK,YYZ,2024-09-15,21:33,17:00,Economy,4.97,1785.51
American Airlines,ORD,YYZ,2024-09-13,18:33,03:29,Business,5.25,2519.63
Air Canada,LAX,FRA,2024-09-15,11:35,15:01,Business,8.85,3189.31
American Airlines,FRA,ATL,2024-09-16,05:51,08:56,First,2.65,2544.35
Delta,YVR,FRA,2024-09-14,13:21,23:14,First,7.14,6243.94
United,FRA,YYZ,2024-09-16,21:00,17:57,First,4.89,5195.7
Delta,SFO,MUC,2024-09-15,22:36,23:47,Business,3.34,2128.29
United,LAX,MUC,2024-09-16,13:30,03:09,First,7.89,4927.07
Lufthansa,YYZ,ATL,2024-09-12,06:43,05:14,Economy,1.09,1866.9
American Airlines,LAX,MUC,2024-09-13,04:20,21:12,Business,8.35,1415.26
Delta,LAX,FRA,2024-09-14,02:21,09:11,Business,1.1,3925.54
American Airlines,LAX,YVR,2024-09-18,05:06,14:55,Economy,8.78,1734.81
United,FRA,ATL,2024-09-12,17:22,19:23,First,9.62,3100.21
Lufthansa,DFW,LAX,2024-09-12,14:11,15:30,First,6.55,5311.16
Air Canada,SFO,JFK,2024-09-14,02:38,22:36,First,5.01,807.36
American Airlines,DFW,ORD,2024-09-16,04:23,19:24,First,2.0,1051.46
American Airlines,LAX,SFO,2024-09-18,19:11,14:39,Economy,3.68,1580.68
United,YVR,DFW,2024-09-13,15:43,04:08,First,2.02,5795.27
Delta,YVR,ATL,2024-09-18,11:05,13:09,Business,9.66,1516.12
Lufthansa,FRA,ORD,2024-09-15,05:22,02:52,Economy,4.0,1255.11
Air Canada,FRA,JFK,2024-09-18,04:21,21:12,First,10.65,4874.33
Lufthansa,YVR,JFK,2024-09-15,20:45,08:52,Economy,9.83,266.82
United,ATL,YYZ,2024-09-16,14:23,05:10,Business,1.3,1468.07
United,JFK,FRA,2024-09-16,05:49,14:25,Business,3.08,2210.42
Delta,ATL,YYZ,2024-09-13,19:46,01:09,First,2.1,3600.09
Lufthansa,YVR,ATL,2024-09-16,21:13,23:10,Business,3.03,361.59
American Airlines,JFK,SFO,2024-09-17,11:02,18:21,Business,9.46,1162.16
Delta,MUC,FRA,2024-09-13,19:31,21:12,Business,10.34,2138.42
Delta,SFO,LAX,2024-09-16,05:25,09:42,First,1.93,5151.37
Delta,DFW,YYZ,2024-09-14,10:53,05:15,Business,4.63,361.96
Air Canada,SFO,JFK,2024-09-17,17:14,00:16,Business,6.73,1155.77
American Airlines,FRA,YVR,2024-09-14,11:39,02:19,Business,8.43,2365.01
Lufthansa,YVR,FRA,2024-09-15,03:04,06:39,Economy,2.15,1468.6
Delta,ORD,DFW,2024-09-15,06:29,18:53,Economy,11.9,2120.43
Delta,YVR,ORD,2024-09-16,16:14,16:46,First,5.48,367.32
United,YYZ,YVR,2024-09-15,23:38,12:27,Business,1.28,639.99
United,YVR,FRA,2024-09-17,01:24,18:08,Business,3.2,2417.1
Lufthansa,JFK,ORD,2024-09-14,21:09,06:37,First,3.66,3958.31
Lufthansa,SFO,ORD,2024-09-16,15:12,03:10,Business,3.47,1306.33
United,FRA,JFK,2024-09-18,03:54,17:15,Economy,6.58,1807.9
Lufthansa,DFW,SFO,2024-09-12,05:27,18:00,Business,5.8,443.21
Lufthansa,DFW,YYZ,2024-09-15,08:23,17:35,Business,1.52,1637.99
Air Canada,SFO,ATL,2024-09-14,05:11,12:17,First,7.35,1184.15
American Airlines,JFK,YVR,2024-09-12,05:47,13:25,Business,10.05,3980.47
Air Canada,MUC,FRA,2024-09-17,18:34,01:47,Economy,3.5,401.77
Lufthansa,MUC,ORD,2024-09-17,18:01,16:25,Business,8.07,1112.85
United,LAX,MUC,2024-09-18,20:57,21:52,Economy,10.09,636.3
United,ORD,FRA,2024-09-17,03:45,21:41,Business,10.65,709.0
Lufthansa,MUC,YVR,2024-09-14,23:49,13:25,First,5.58,2558.42
American Airlines,DFW,MUC,2024-09-14,10:15,04:48,First,5.04,4281.37
Air Canada,YYZ,LAX,2024-09-16,12:13,15:19,First,11.53,1726.09
United,MUC,JFK,2024-09-13,11:41,19:51,Business,10.34,2274.62
Lufthansa,DFW,JFK,2024-09-15,07:42,04:42,First,10.86,1365.01
American Airlines,FRA,MUC,2024-09-14,09:53,21:55,Economy,6.65,1464.85
Air Canada,FRA,LAX,2024-09-17,20:52,17:48,First,8.32,3163.51
American Airlines,DFW,YVR,2024-09-16,14:35,01:01,Economy,4.0,1599.65
United,SFO,LAX,2024-09-16,20:50,19:35,Business,5.76,2194.72
United,YYZ,SFO,2024-09-12,14:31,17:14,First,3.39,4234.37
American Airlines,YVR,SFO,2024-09-16,04:00,13:46,Economy,3.28,929.12
Delta,MUC,FRA,2024-09-12,10:30,18:36,Economy,9.6,258.83
Delta,SFO,YVR,2024-09-13,11:25,17:50,Business,10.62,1596.47
Air Canada,LAX,JFK,2024-09-17,18:53,01:44,Economy,10.24,595.13
American Airlines,LAX,JFK,2024-09-17,08:06,14:55,First,9.88,3409.16
Air Canada,FRA,ATL,2024-09-13,03:26,23:15,Business,3.06,1676.95
Air Canada,DFW,JFK,2024-09-16,14:50,22:53,First,9.85,1088.8
Delta,JFK,MUC,2024-09-17,18:00,13:17,First,11.39,4663.79
Delta,ATL,LAX,2024-09-18,15:16,06:57,Business,9.06,1138.27
Delta,YYZ,MUC,2024-09-13,05:37,05:17,Business,1.23,4227.12
Lufthansa,JFK,LAX,2024-09-12,23:39,15:32,Business,6.59,1613.58
United,MUC,ATL,2024-09-13,13:14,09:52,First,4.81,5363.29
Delta,SFO,FRA,2024-09-15,19:37,01:25,Business,7.06,3415.23
Air Canada,MUC,DFW,2024-09-18,13:39,16:45,Economy,11.85,626.35
United,SFO,DFW,2024-09-17,19:23,16:43,Economy,6.55,317.29
United,ATL,MUC,2024-09-18,10:26,23:12,Economy,5.55,266.35
Lufthansa,ATL,YYZ,2024-09-14,03:31,12:26,Business,2.76,1048.97
Lufthansa,SFO,DFW,2024-09-14,20:10,18:26,Economy,7.12,1635.23
Delta,ORD,DFW,2024-09-14,08:24,11:53,Economy,1.29,1643.51
Lufthansa,JFK,DFW,2024-09-12,05:04,11:44,First,8.97,1595.86
United,FRA,SFO,2024-09-12,18:00,01:42,First,7.86,3841.28
Lufthansa,MUC,YYZ,2024-09-17,12:13,02:29,First,10.06,4782.35
American Airlines,LAX,JFK,2024-09-13,07:52,21:25,Economy,7.92,437.74
Lufthansa,FRA,MUC,2024-09-15,02:41,06:13,Economy,3.61,1197.08
Air Canada,SFO,YYZ,2024-09-16,13:00,12:51,Business,3.95,3580.89
Delta,DFW,FRA,2024-09-14,23:27,19:36,Economy,7.71,1023.39
Air Canada,ATL,ORD,2024-09-18,19:16,22:57,Business,2.91,505.77
American Airlines,ORD,SFO,2024-09-15,06:40,03:46,First,7.75,3767.72
Lufthansa,MUC,LAX,2024-09-16,09:34,17:19,Business,6.88,3850.39
Delta,FRA,ORD,2024-09-18,09:13,12:05,First,7.5,641.19
Delta,SFO,LAX,2024-09-13,13:47,06:58,Business,4.83,3900.99
Lufthansa,YYZ,SFO,2024-09-18,06:18,23:43,Economy,6.32,207.64
Air Canada,YYZ,MUC,2024-09-15,12:58,15:25,First,7.63,2319.17
American Airlines,YYZ,ORD,2024-09-17,17:57,04:27,Economy,1.55,1804.54
Delta,ATL,YVR,2024-09-18,08:58,15:37,Economy,3.09,1440.4
Lufthansa,DFW,YYZ,2024-09-12,04:00,16:26,Business,6.52,3906.8
United,FRA,DFW,2024-09-15,15:43,05:11,Economy,6.21,1076.82
Air Canada,ORD,MUC,2024-09-14,10:52,17:39,Economy,8.37,328.99
Lufthansa,JFK,YYZ,2024-09-12,23:17,11:47,Economy,9.73,654.85
Air Canada,SFO,LAX,2024-09-14,09:01,00:25,First,1.13,811.98
Delta,YVR,DFW,2024-09-13,18:01,11:36,Economy,10.74,967.02
Air Canada,JFK,YYZ,2024-09-15,18:37,04:04,Business,7.6,1561.46
American Airlines,FRA,ORD,2024-09-18,13:12,06:07,Business,2.29,2369.5
Delta,SFO,ORD,2024-09-12,17:24,02:22,Economy,4.42,459.09
American Airlines,SFO,JFK,2024-09-14,07:23,07:55,First,4.22,1781.09
Lufthansa,MUC,YVR,2024-09-16,12:28,10:36,Economy,2.75,1577.0
Air Canada,ORD,LAX,2024-09-12,17:32,00:14,First,2.91,3631.84
Air Canada,DFW,LAX,2024-09-12,08:22,08:03,First,5.49,2955.83
Lufthansa,JFK,SFO,2024-09-14,12:12,12:47,Business,11.11,484.9
Delta,YVR,JFK,2024-09-16,04:52,15:22,First,3.82,4414.1
American Airlines,YYZ,JFK,2024-09-16,01:39,12:11,Business,5.45,2372.2
American Airlines,JFK,DFW,2024-09-12,09:23,09:35,Business,11.31,2562.18
Lufthansa,JFK,DFW,2024-09-18,15:24,01:16,Business,3.42,1489.58
Air Canada,YYZ,SFO,2024-09-15,00:30,21:23,Business,7.31,1261.37
Air Canada,ATL,DFW,2024-09-15,20:48,17:44,First,2.91,4579.16
Air Canada,FRA,YVR,2024-09-12,09:23,21:31,Business,1.62,746.98
United,LAX,ATL,2024-09-12,03:38,16:59,Economy,5.69,314.17
United,ATL,FRA,2024-09-14,02:40,04:12,First,8.02,5248.71
American Airlines,ORD,YYZ,2024-09-18,04:37,20:30,Economy,3.72,1076.05
United,YYZ,ORD,2024-09-15,09:57,02:32,First,6.42,4169.73
Air Canada,LAX,DFW,2024-09-16,17:38,07:26,Economy,5.47,663.13
Delta,FRA,MUC,2024-09-14,10:55,09:45,Economy,11.37,380.54
Air Canada,FRA,YVR,2024-09-12,09:12,13:23,First,1.36,2108.53
Air Canada,YYZ,MUC,2024-09-12,19:56,14:09,First,10.99,1148.1
Air Canada,FRA,MUC,2024-09-18,11:44,21:20,Economy,5.32,1857.16
Delta,ATL,JFK,2024-09-15,04:15,06:56,Economy,2.61,1480.76
Air Canada,SFO,FRA,2024-09-15,00:32,13:45,First,7.47,3183.88
Lufthansa,ATL,DFW,2024-09-18,07:52,01:41,Business,5.58,4016.08
Delta,JFK,LAX,2024-09-16,03:28,07:39,Business,6.29,1766.78
United,YYZ,MUC,2024-09-12,16:49,03:45,First,3.46,2626.46
United,YVR,ORD,2024-09-13,06:10,03:05,Business,6.81,3441.55
Lufthansa,ATL,DFW,2024-09-13,13:36,00:14,Business,6.06,1613.56
Delta,FRA,JFK,2024-09-15,03:45,05:52,First,8.01,4422.49
Lufthansa,YYZ,ATL,2024-09-12,06:30,04:14,Economy,11.96,1024.62
United,ORD,LAX,2024-09-13,18:54,18:48,Business,4.32,276.42
Lufthansa,MUC,JFK,2024-09-18,17:22,18:19,Business,7.71,734.28
Lufthansa,DFW,YVR,2024-09-15,00:05,13:40,First,7.1,1110.24
United,ATL,YYZ,2024-09-14,14:33,11:34,Business,11.63,3221.88
United,DFW,ORD,2024-09-18,21:19,22:18,Business,9.58,2210.22
Lufthansa,ORD,JFK,2024-09-14,00:51,15:26,Business,5.27,4394.27
United,LAX,SFO,2024-09-13,01:51,03:56,Economy,11.95,606.07
Delta,YVR,LAX,2024-09-16,03:08,05:08,Economy,1.62,2049.06
American Airlines,FRA,YVR,2024-09-17,21:28,06:04,Economy,2.29,1561.59
Air Canada,FRA,JFK,2024-09-13,09:42,11:07,Business,4.08,3018.77
Air Canada,MUC,FRA,2024-09-18,06:53,14:08,First,4.66,1602.37
American Airlines,YYZ,LAX,2024-09-12,20:11,01:08,Economy,10.21,234.55
Lufthansa,JFK,SFO,2024-09-14,01:33,03:43,First,7.13,3052.56
Delta,DFW,MUC,2024-09-16,15:19,14:46,Economy,1.93,1764.26
United,YYZ,LAX,2024-09-14,14:20,01:13,First,4.17,1751.03
Delta,DFW,FRA,2024-09-13,14:48,04:37,Economy,9.92,431.41
Lufthansa,DFW,FRA,2024-09-15,12:29,19:41,First,7.48,5213.22
American Airlines,SFO,YVR,2024-09-18,15:22,00:26,First,6.37,1887.99
American Airlines,YVR,JFK,2024-09-18,05:08,23:49,Economy,9.98,855.54
American Airlines,ATL,YVR,2024-09-12,04:34,12:36,Business,1.69,3493.65
Lufthansa,SFO,LAX,2024-09-17,18:21,02:36,First,10.11,848.52
Lufthansa,YVR,LAX,2024-09-13,17:31,01:19,Business,11.15,2161.54
Lufthansa,MUC,ORD,2024-09-14,01:37,02:55,First,11.98,4282.95
United,LAX,ORD,2024-09-12,05:50,16:28,Economy,5.94,719.65
Lufthansa,ORD,LAX,2024-09-17,01:31,12:12,First,7.07,832.46
Delta,YVR,MUC,2024-09-18,21:13,12:35,Business,4.38,2195.02
Lufthansa,JFK,SFO,2024-09-16,10:37,05:06,Economy,5.39,1733.19
United,DFW,SFO,2024-09-15,21:18,04:18,Business,10.86,1808.66
Lufthansa,MUC,LAX,2024-09-12,11:23,01:20,First,8.95,2659.45
Lufthansa,SFO,LAX,2024-09-14,07:44,11:46,First,10.63,335.14
Lufthansa,LAX,FRA,2024-09-12,21:00,03:43,Economy,11.92,1367.91
Lufthansa,LAX,JFK,2024-09-15,14:09,21:58,Economy,10.43,1715.26
Air Canada,YVR,FRA,2024-09-12,13:08,00:55,Economy,9.02,1371.91
American Airlines,LAX,FRA,2024-09-12,19:17,19:45,First,2.51,3782.96
United,MUC,ORD,2024-09-18,20:12,05:39,First,5.55,5691.38
American Airlines,FRA,LAX,2024-09-12,08:05,18:19,Economy,8.49,687.95
American Airlines,SFO,LAX,2024-09-12,02:32,08:10,Economy,1.54,1032.77
American Airlines,MUC,ORD,2024-09-12,23:11,15:31,Economy,10.58,1732.93
American Airlines,FRA,YYZ,2024-09-14,21:56,00:02,Economy,6.51,1849.04
American Airlines,YVR,ATL,2024-09-12,13:00,02:12,Economy,7.18,818.64
Air Canada,FRA,JFK,2024-09-13,12:48,22:48,Business,2.23,3279.66
Lufthansa,MUC,ORD,2024-09-13,13:51,01:16,Business,6.51,590.16
United,SFO,ORD,2024-09-13,01:31,19:21,Economy,7.5,1766.11
Air Canada,MUC,JFK,2024-09-13,08:57,14:49,First,11.36,4720.76
Lufthansa,YVR,JFK,2024-09-18,17:58,12:59,First,6.61,4335.8
American Airlines,YVR,YYZ,2024-09-14,00:23,08:51,First,10.47,1057.05
Delta,ATL,FRA,2024-09-13,08:12,21:11,Business,1.33,3444.25
American Airlines,JFK,ATL,2024-09-15,19:05,16:11,Economy,9.43,780.9
Delta,DFW,YVR,2024-09-17,01:02,10:36,First,9.56,4428.19
United,JFK,DFW,2024-09-16,19:08,07:53,First,11.87,5001.68
Delta,FRA,SFO,2024-09-14,21:00,19:24,Business,3.78,2068.98
Lufthansa,MUC,YYZ,2024-09-15,17:29,17:55,First,2.2,6016.42
Lufthansa,YYZ,ATL,2024-09-14,19:58,18:30,Economy,4.23,1932.0
American Airlines,YVR,ORD,2024-09-18,17:49,23:02,First,11.46,2614.5
Delta,LAX,ORD,2024-09-16,13:58,00:14,Business,10.42,4388.18
United,ORD,FRA,2024-09-16,06:07,15:19,Economy,11.54,1987.54
Lufthansa,FRA,YYZ,2024-09-14,00:32,17:21,First,3.97,4226.97
Delta,YVR,SFO,2024-09-14,15:33,08:35,Business,10.12,3329.11
American Airlines,ORD,SFO,2024-09-18,13:24,03:38,First,2.4,4206.47
Delta,MUC,ATL,2024-09-15,23:22,20:11,Economy,2.49,952.31
United,ORD,SFO,2024-09-18,17:37,16:21,Business,11.77,2028.81
United,MUC,YVR,2024-09-13,10:23,22:40,First,10.94,3364.1
Lufthansa,ATL,MUC,2024-09-15,09:53,03:40,First,8.05,3901.03
Air Canada,YYZ,ORD,2024-09-12,13:45,14:36,Business,10.34,2074.44
Lufthansa,FRA,JFK,2024-09-17,07:28,17:31,Economy,10.78,1041.39
Air Canada,SFO,YVR,2024-09-12,13:01,15:36,Economy,1.63,1677.65
Air Canada,JFK,YVR,2024-09-16,00:01,23:37,Business,3.2,3698.1
Lufthansa,YYZ,DFW,2024-09-16,21:02,20:41,Business,3.48,3094.16
Delta,JFK,DFW,2024-09-16,17:17,16:19,Business,5.83,662.62
Air Canada,DFW,ATL,2024-09-13,22:59,13:50,Business,1.79,3478.12
American Airlines,ATL,YVR,2024-09-14,01:20,11:51,First,10.4,4606.77
Delta,JFK,DFW,2024-09-13,16:12,17:19,Business,1.39,4152.86
United,DFW,SFO,2024-09-14,00:51,02:29,Economy,5.47,1496.59
American Airlines,MUC,YVR,2024-09-12,17:45,16:49,First,3.31,1493.67
American Airlines,YVR,MUC,2024-09-13,01:41,20:13,Business,6.24,2880.61
Delta,JFK,ATL,2024-09-12,08:39,17:08,Economy,1.61,2074.92
Lufthansa,LAX,DFW,2024-09-17,03:34,13:34,Economy,5.69,699.09
American Airlines,SFO,YYZ,2024-09-16,12:37,21:23,Economy,7.36,178.96
United,YYZ,LAX,2024-09-17,02:19,21:42,Economy,8.87,1940.39
American Airlines,FRA,ATL,2024-09-17,08:22,12:05,Economy,9.01,1585.28
Lufthansa,JFK,DFW,2024-09-13,10:28,10:59,Economy,9.32,1270.45
Air Canada,ORD,DFW,2024-09-12,06:09,07:35,First,6.52,4105.97
Air Canada,SFO,LAX,2024-09-18,22:54,13:53,First,5.44,767.31
Lufthansa,DFW,JFK,2024-09-12,13:41,14:13,Economy,2.58,2156.34
Delta,LAX,YYZ,2024-09-15,16:02,03:05,First,8.52,5746.98
American Airlines,DFW,JFK,2024-09-15,10:33,10:11,Business,3.05,588.24
United,ORD,ATL,2024-09-12,02:18,11:47,First,1.52,5684.07
American Airlines,YVR,DFW,2024-09-15,18:02,04:19,Economy,5.21,1308.69
Lufthansa,FRA,SFO,2024-09-12,21:07,16:05,Business,10.96,2585.48
Delta,MUC,ATL,2024-09-13,01:54,22:55,Business,2.78,738.52
American Airlines,YYZ,MUC,2024-09-12,14:16,15:01,Economy,8.25,1409.5
American Airlines,ATL,FRA,2024-09-17,16:18,11:11,Business,5.55,1705.71
Air Canada,DFW,MUC,2024-09-16,04:31,20:11,Business,3.48,1251.02
Lufthansa,JFK,ATL,2024-09-14,07:19,15:34,Business,11.01,4298.71
Delta,DFW,SFO,2024-09-18,06:48,22:18,First,10.1,4941.07
American Airlines,JFK,ORD,2024-09-12,17:19,14:34,First,11.9,3893.66
Delta,DFW,YVR,2024-09-15,17:18,13:45,Economy,2.99,2089.07
Air Canada,FRA,YVR,2024-09-12,04:59,20:17,Business,7.68,1666.68
Delta,JFK,LAX,2024-09-16,23:38,07:59,Economy,9.78,783.35
Lufthansa,LAX,MUC,2024-09-14,13:20,18:04,First,5.25,4702.99
United,YVR,YYZ,2024-09-18,14:42,08:56,Economy,6.68,1785.12
Delta,FRA,YYZ,2024-09-12,06:10,11:05,Economy,7.89,923.2
Lufthansa,ORD,MUC,2024-09-17,22:33,22:30,First,9.76,5467.03
Air Canada,MUC,ATL,2024-09-18,01:20,14:52,Business,3.07,1772.81
American Airlines,YYZ,FRA,2024-09-17,05:43,01:07,Economy,9.1,1945.33
Lufthansa,LAX,MUC,2024-09-13,15:37,15:19,First,10.24,5821.87
Lufthansa,FRA,YYZ,2024-09-18,20:30,02:54,First,4.0,2202.03
Delta,YYZ,ORD,2024-09-14,18:16,10:49,Business,10.71,2922.53
Delta,ATL,DFW,2024-09-16,05:26,09:29,First,4.9,2224.54
Delta,MUC,DFW,2024-09-17,15:30,03:59,Business,11.79,935.9
Lufthansa,JFK,SFO,2024-09-18,07:12,06:33,Business,10.31,3362.31
Delta,MUC,ORD,2024-09-14,11:21,04:19,First,1.18,4766.89
Lufthansa,ATL,FRA,2024-09-14,00:39,10:06,Economy,8.44,1739.59
Lufthansa,LAX,SFO,2024-09-13,06:07,01:58,Business,4.66,1755.61
Air Canada,YVR,YYZ,2024-09-18,09:08,16:17,First,2.16,3365.81
Lufthansa,JFK,YVR,2024-09-13,20:33,00:49,First,11.43,4862.3
United,JFK,DFW,2024-09-13,12:10,06:52,First,5.53,1523.86
Delta,ATL,LAX,2024-09-12,22:16,17:37,First,5.04,569.73
Lufthansa,JFK,ORD,2024-09-18,15:17,09:16,Economy,7.58,1846.9
United,MUC,ATL,2024-09-14,14:06,06:06,First,7.1,4875.19
